jMRUI Data Textfile

Filename: /Users/Georg/Documents/MATLAB/osprey/exampledata/sdat/UnEdited/derivatives/jMRUIFiles/mrs_sub-01_ses-01_press_sub-01_PRESS_35_act_jMRUI_A.TXT

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 5.000000E-01
ZeroOrderPhase: 0E+00
BeginTime: 0E+00
TransmitterFrequency: 1.277509E+08
MagneticField: 3.000467E+00
TypeOfNucleus: 0E+00
NameOfPatient: No Name
DateOfExperiment: 
Spectrometer: TrioTim
AdditionalInfo: jnear


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-0.00003978	-0.00071789	-0.00054430	0.03571185
-0.00013392	-0.00077804	-0.00308913	0.02563615
-0.00100169	0.00022368	0.00841064	0.02819994
-0.00050762	0.00077433	-0.00011668	0.03904284
0.00023136	0.00088380	-0.00179439	0.01836225
0.00098109	0.00026352	-0.01256206	0.03469960
0.00121263	-0.00047099	-0.00261702	0.02312113
0.00060426	-0.00109591	-0.00707343	0.03910649
0.00001219	-0.00128356	-0.00177605	0.02529421
-0.00056301	-0.00052342	0.00421391	0.02766917
-0.00028215	0.00033505	-0.01065701	0.03976566
0.00011969	0.00019457	0.00059753	0.03249924
0.00018741	0.00036149	-0.00336828	0.03917474
0.00017838	0.00019061	-0.01945488	0.02900994
0.00044760	0.00032960	-0.00105821	0.02922833
0.00092114	-0.00001059	-0.01003535	0.02612852
0.00123641	-0.00015956	-0.01842065	0.03493571
0.00086909	-0.00122092	-0.00676523	0.04135946
-0.00004704	-0.00214875	-0.01409764	0.02919855
-0.00121138	-0.00135631	-0.00380918	0.01691426
-0.00177640	-0.00053256	-0.00485007	0.02334666
-0.00101422	0.00085518	-0.00246006	0.02243327
-0.00005643	0.00092750	-0.00560009	0.03057024
0.00073101	0.00025943	0.00057098	0.03709553
0.00102028	-0.00023961	0.00839525	0.03754042
0.00038584	-0.00038191	-0.00445770	0.03088458
-0.00013746	0.00012474	-0.01138348	0.02631155
0.00032399	0.00017779	-0.00688821	0.02939365
0.00107271	-0.00022222	-0.01170943	0.03991982
0.00071975	-0.00087550	0.00955811	0.04942073
0.00011533	-0.00125337	-0.01175570	0.02753845
-0.00038140	-0.00065695	-0.00416884	0.03938643
-0.00044507	-0.00012743	-0.01543568	0.02645032
0.00015256	0.00046450	-0.01675949	0.02709712
0.00118161	0.00015101	-0.00867467	0.03624108
0.00110813	-0.00068580	-0.00628605	0.03441505
0.00049940	-0.00117921	-0.00753412	0.02950561
-0.00040212	-0.00146442	-0.00802420	0.02922011
-0.00089602	-0.00054581	-0.00858885	0.01752823
-0.00053020	0.00048830	-0.01719248	0.01930977
0.00016481	0.00050423	-0.00828846	0.03011203
0.00059973	-0.00013064	-0.00508009	0.04181010
0.00045253	-0.00012992	-0.00208921	0.04306523
-0.00011931	-0.00019565	0.00432640	0.04391974
0.00009291	0.00022489	-0.00531813	0.03399118
0.00052234	0.00033215	-0.00829447	0.04936170
0.00075190	0.00003755	-0.00468209	0.01891186
0.00123726	-0.00049612	-0.01882554	0.03071211
0.00044552	-0.00104881	-0.00801557	0.03456391
-0.00024885	-0.00082847	-0.00872574	0.03624886
-0.00000678	-0.00022292	-0.00567720	0.03171038
0.00000930	0.00014756	-0.00398578	0.04086374
0.00072169	0.00008356	-0.01031546	0.04516862
0.00041146	-0.00066443	0.00208969	0.05330159
0.00037303	-0.00072851	-0.00551179	0.03594366
-0.00051426	-0.00082719	-0.00314953	0.03936750
-0.00024585	-0.00035977	0.00205406	0.05233416
-0.00016580	0.00031095	0.00082586	0.03712508
0.00053080	0.00001248	-0.00372628	0.04260248
0.00030195	-0.00018110	0.00038522	0.03737021
0.00041699	-0.00015873	-0.00536299	0.04077449
0.00023252	-0.00038081	0.00001993	0.04398460
-0.00002659	0.00004778	-0.01408200	0.03181869
0.00016832	0.00043754	0.00347610	0.04842700
0.00051376	-0.00018392	-0.00834952	0.04365451
0.00069542	-0.00060913	-0.01668801	0.03593617
-0.00015691	-0.00078574	-0.00584379	0.03917136
-0.00009785	-0.00033244	-0.01137047	0.03045016
-0.00054166	0.00000737	-0.01171616	0.03346452
0.00033923	-0.00001228	0.00450109	0.04219732
0.00029060	-0.00046169	-0.00208728	0.01967717
0.00041559	-0.00097558	-0.00298895	0.04670443
0.00024359	-0.00049569	0.00098454	0.03824778
-0.00004845	-0.00022199	-0.01708836	0.04274903
-0.00013162	0.00014551	0.00008906	0.04245017
0.00019778	0.00006453	-0.01047200	0.03930594
0.00033205	-0.00021212	0.00501512	0.03372742
0.00008098	-0.00039163	-0.00135404	0.04222115
-0.00006029	-0.00060959	-0.00166912	0.02928422
-0.00031435	0.00002684	-0.00906836	0.03374442
0.00027601	0.00026495	0.00560559	0.04753126
0.00065274	0.00017178	0.00063880	0.03111873
0.00099012	-0.00038658	-0.01396681	0.04561488
0.00074700	-0.00084471	0.00289274	0.03487304
-0.00001525	-0.00080665	-0.01322312	0.04138464
-0.00027122	-0.00033470	0.00468621	0.04010797
-0.00034378	-0.00008637	-0.00035488	0.03591560
-0.00008416	0.00025774	-0.00382897	0.03361963
0.00034823	0.00012334	0.01619603	0.02481913
0.00050994	-0.00042295	-0.00868467	0.03858523
-0.00007811	-0.00027281	0.01217497	0.03435955
0.00041280	-0.00004636	-0.01057808	0.03855476
0.00031730	-0.00013823	-0.00748489	0.02605916
0.00031841	-0.00040594	-0.01732825	0.02378909
0.00025332	-0.00034119	-0.00915837	0.04044526
-0.00010302	-0.00094415	-0.01514234	0.02982114
-0.00018177	-0.00027475	-0.00258073	0.02817123
-0.00042490	-0.00007967	-0.00840358	0.03298628
0.00005066	0.00023673	-0.01028932	0.04063951
0.00068875	-0.00009857	-0.01239124	0.02033185
0.00064599	-0.00051646	-0.01972505	0.03269388
-0.00003074	-0.00048112	-0.01252691	0.02567533
-0.00007942	-0.00067484	-0.01052787	0.03945945
-0.00002481	-0.00008382	-0.00963077	0.03331226
0.00019598	-0.00010700	-0.00701923	0.04057184
0.00012611	-0.00017489	-0.00741417	0.03617973
0.00003899	-0.00001264	0.00995348	0.04325232
-0.00007225	-0.00041857	-0.01737260	0.03798109
0.00014110	-0.00023086	-0.00031791	0.01167106
0.00026985	0.00022211	-0.01560906	0.03649677
0.00038709	0.00016832	-0.00981877	0.03621145
0.00008921	-0.00044182	-0.00335836	0.04012960
0.00031103	-0.00023244	-0.00213910	0.03333230
0.00023877	-0.00038504	-0.02524947	0.03262447
-0.00035027	-0.00038004	-0.00295248	0.01580132
-0.00014534	-0.00012872	-0.02077117	0.02058759
0.00012329	0.00021028	-0.01307484	0.03076889
-0.00024094	-0.00009604	-0.00044847	0.04157403
-0.00010985	-0.00003491	-0.00960155	0.03523227
0.00019691	-0.00016612	-0.02271298	0.02253835
0.00036760	0.00012644	-0.02078546	0.03827135
